Transaction_ID,Date,Store_ID,Category,Sales_Amount,Transaction_Type,Customer_ID,Net_Revenue
TXN_002059,2025-11-23 02:11:39.461045,STORE_007,Clothing,145.18,Sale,CUST_1340,145.18
TXN_002060,2025-11-23 02:21:39.461045,STORE_001,Home Goods,97.79,Sale,CUST_1882,97.79
TXN_002061,2025-11-23 02:29:39.461045,STORE_008,Clothing,29.17,Sale,CUST_1439,29.17
TXN_002062,2025-11-23 02:36:39.461045,STORE_004,Home Goods,105.19,Sale,CUST_0269,105.19
TXN_002063,2025-11-23 02:50:39.461045,STORE_003,Groceries,81.52,Sale,CUST_0671,81.52
TXN_002064,2025-11-23 02:58:39.461045,STORE_007,Clothing,48.1,Sale,CUST_0098,48.1
TXN_002065,2025-11-23 03:07:39.461045,STORE_003,Groceries,67.19,Sale,CUST_1411,67.19
TXN_002066,2025-11-23 03:15:39.461045,STORE_008,Clothing,238.7,Sale,CUST_3856,238.7
TXN_002067,2025-11-23 03:16:39.461045,STORE_006,Clothing,49.46,Sale,CUST_2986,49.46
TXN_002068,2025-11-23 03:25:39.461045,STORE_005,Home Goods,71.65,Sale,CUST_4941,71.65
TXN_002069,2025-11-23 04:35:39.461045,STORE_004,Electronics,74.41,Sale,CUST_3878,74.41
TXN_002070,2025-11-23 04:41:39.461045,STORE_008,Home Goods,48.35,Sale,CUST_2204,48.35
TXN_002071,2025-11-23 04:50:39.461045,STORE_008,Clothing,9.81,Sale,CUST_3775,9.81
TXN_002072,2025-11-23 04:52:39.461045,STORE_001,Electronics,140.82,Sale,CUST_2735,140.82
TXN_002073,2025-11-23 04:55:39.461045,STORE_009,Electronics,110.65,Sale,CUST_1885,110.65
TXN_002074,2025-11-23 05:07:39.461045,STORE_005,Groceries,30.95,Sale,CUST_4909,30.95
TXN_002075,2025-11-23 05:23:39.461045,STORE_004,Clothing,110.61,Sale,CUST_3460,110.61
TXN_002076,2025-11-23 05:25:39.461045,STORE_006,Home Goods,248.81,Sale,CUST_2633,248.81
TXN_002077,2025-11-23 05:37:39.461045,STORE_006,Electronics,157.16,Sale,CUST_4875,157.16
TXN_002078,2025-11-23 05:41:39.461045,STORE_002,Electronics,105.37,Sale,CUST_3698,105.37
TXN_002079,2025-11-23 06:06:39.461045,STORE_008,Home Goods,74.32,Sale,CUST_2534,74.32
TXN_002080,2025-11-23 06:16:39.461045,STORE_007,Home Goods,76.93,Sale,CUST_2085,76.93
TXN_002081,2025-11-23 06:39:39.461045,STORE_001,Electronics,253.92,Sale,CUST_1369,253.92
TXN_002082,2025-11-23 06:47:39.461045,STORE_005,Home Goods,37.76,Sale,CUST_2839,37.76
TXN_002083,2025-11-23 07:12:39.461045,STORE_006,Groceries,40.18,Sale,CUST_1240,40.18
TXN_002084,2025-11-23 07:22:39.461045,STORE_004,Electronics,19.32,Sale,CUST_3143,19.32
TXN_002085,2025-11-23 07:29:39.461045,STORE_002,Groceries,126.9,Sale,CUST_2113,126.9
TXN_002086,2025-11-23 07:38:39.461045,STORE_004,Clothing,292.69,Sale,CUST_1358,292.69
TXN_002087,2025-11-23 07:43:39.461045,STORE_001,Groceries,204.7,Sale,CUST_0461,204.7
TXN_002088,2025-11-23 16:48:39.461045,STORE_007,Home Goods,59.29,Sale,CUST_2305,59.29
TXN_002089,2025-11-23 16:52:39.461045,STORE_002,Electronics,95.05,Sale,CUST_0684,95.05
TXN_002090,2025-11-23 17:19:39.461045,STORE_002,Groceries,57.62,Sale,CUST_3314,57.62
TXN_002091,2025-11-23 17:29:39.461045,STORE_009,Home Goods,128.07,Sale,CUST_2329,128.07
TXN_002092,2025-11-23 17:52:39.461045,STORE_005,Home Goods,47.67,Sale,CUST_0926,47.67
TXN_002093,2025-11-23 17:53:39.461045,STORE_002,Groceries,28.74,Sale,CUST_2861,28.74
TXN_002094,2025-11-23 17:57:39.461045,STORE_009,Electronics,140.64,Sale,CUST_1731,140.64
TXN_002095,2025-11-23 18:11:39.461045,STORE_009,Groceries,187.34,Sale,CUST_3612,187.34
TXN_002096,2025-11-23 18:20:39.461045,STORE_001,Clothing,125.12,Sale,CUST_2390,125.12
TXN_002097,2025-11-23 18:22:39.461045,STORE_003,Groceries,276.73,Sale,CUST_0323,276.73
TXN_002098,2025-11-23 18:22:39.461045,STORE_004,Groceries,47.15,Sale,CUST_3002,47.15
TXN_002099,2025-11-23 18:39:39.461045,STORE_007,Electronics,123.0,Sale,CUST_0762,123.0
TXN_002100,2025-11-23 18:53:39.461045,STORE_010,Groceries,34.61,Sale,CUST_1538,34.61
TXN_002101,2025-11-23 19:02:39.461045,STORE_004,Home Goods,61.8,Sale,CUST_1953,61.8
TXN_002102,2025-11-23 19:29:39.461045,STORE_002,Electronics,60.02,Sale,CUST_3757,60.02
TXN_002103,2025-11-23 19:33:39.461045,STORE_007,Home Goods,123.68,Refund,CUST_1883,-123.68
TXN_002104,2025-11-23 19:35:39.461045,STORE_006,Electronics,19.3,Sale,CUST_3639,19.3
TXN_002105,2025-11-23 19:36:39.461045,STORE_003,Clothing,142.91,Sale,CUST_3472,142.91
TXN_002106,2025-11-23 19:37:39.461045,STORE_006,Clothing,122.22,Sale,CUST_3240,122.22
TXN_002107,2025-11-23 19:38:39.461045,STORE_006,Clothing,183.39,Refund,CUST_4698,-183.39
TXN_002108,2025-11-23 20:02:39.461045,STORE_005,Groceries,102.22,Sale,CUST_4981,102.22
TXN_002109,2025-11-23 20:13:39.461045,STORE_004,Clothing,108.96,Sale,CUST_3665,108.96
TXN_002110,2025-11-23 20:22:39.461045,STORE_010,Electronics,95.52,Sale,CUST_3108,95.52
TXN_002111,2025-11-23 20:30:39.461045,STORE_001,Clothing,32.73,Sale,CUST_4372,32.73
TXN_002112,2025-11-23 20:34:39.461045,STORE_010,Electronics,141.75,Sale,CUST_0944,141.75
TXN_002113,2025-11-23 20:34:39.461045,STORE_006,Home Goods,238.48,Refund,CUST_3087,-238.48
TXN_002114,2025-11-23 20:38:39.461045,STORE_002,Groceries,96.64,Sale,CUST_0040,96.64
TXN_002115,2025-11-23 21:02:39.461045,STORE_003,Home Goods,165.8,Sale,CUST_4344,165.8
TXN_002116,2025-11-23 21:29:39.461045,STORE_008,Home Goods,193.63,Sale,CUST_2624,193.63
TXN_002117,2025-11-23 21:39:39.461045,STORE_010,Clothing,29.4,Sale,CUST_2814,29.4
TXN_002118,2025-11-23 21:40:39.461045,STORE_006,Clothing,71.35,Sale,CUST_4067,71.35
TXN_002119,2025-11-23 21:52:39.461045,STORE_003,Clothing,78.02,Sale,CUST_0725,78.02
TXN_002120,2025-11-23 21:55:39.461045,STORE_007,Home Goods,74.4,Sale,CUST_3751,74.4
TXN_002121,2025-11-23 22:01:39.461045,STORE_004,Groceries,79.18,Sale,CUST_2468,79.18
TXN_002122,2025-11-23 22:07:39.461045,STORE_009,Groceries,107.78,Sale,CUST_4905,107.78
TXN_002123,2025-11-23 22:11:39.461045,STORE_005,Home Goods,159.25,Sale,CUST_0381,159.25
TXN_002124,2025-11-23 22:20:39.461045,STORE_003,Groceries,49.77,Refund,CUST_2976,-49.77
TXN_002125,2025-11-23 22:29:39.461045,STORE_002,Home Goods,87.54,Sale,CUST_4268,87.54
TXN_002126,2025-11-23 23:02:39.461045,STORE_002,Home Goods,95.09,Sale,CUST_2444,95.09
TXN_002127,2025-11-23 23:10:39.461045,STORE_003,Groceries,77.47,Sale,CUST_3203,77.47
TXN_002128,2025-11-23 23:20:39.461045,STORE_002,Electronics,118.64,Sale,CUST_4229,118.64
TXN_002129,2025-11-23 23:25:39.461045,STORE_004,Electronics,200.54,Sale,CUST_4171,200.54
TXN_002130,2025-11-23 23:27:39.461045,STORE_002,Clothing,112.44,Refund,CUST_0646,-112.44
TXN_002131,2025-11-23 23:32:39.461045,STORE_010,Groceries,133.77,Sale,CUST_2254,133.77
TXN_002132,2025-11-23 23:34:39.461045,STORE_009,Clothing,27.32,Sale,CUST_2236,27.32
TXN_002133,2025-11-23 23:45:39.461045,STORE_002,Home Goods,71.97,Sale,CUST_4819,71.97
TXN_002134,2025-11-23 23:46:39.461045,STORE_009,Electronics,78.6,Sale,CUST_0286,78.6
TXN_002135,2025-11-23 23:56:39.461045,STORE_006,Groceries,37.15,Sale,CUST_4224,37.15
TXN_002136,2025-11-23 23:58:39.461045,STORE_001,Groceries,19.32,Sale,CUST_0478,19.32
TXN_002137,2025-11-24 00:06:39.461045,STORE_004,Groceries,50.14,Sale,CUST_1733,50.14
TXN_002138,2025-11-24 00:11:39.461045,STORE_001,Electronics,67.46,Sale,CUST_2765,67.46
TXN_002139,2025-11-24 00:13:39.461045,STORE_006,Clothing,65.44,Sale,CUST_4124,65.44
TXN_002140,2025-11-24 00:37:39.461045,STORE_004,Electronics,160.78,Sale,CUST_3284,160.78
TXN_002141,2025-11-24 00:54:39.461045,STORE_003,Clothing,48.33,Sale,CUST_1401,48.33
TXN_002142,2025-11-24 00:58:39.461045,STORE_003,Home Goods,190.3,Sale,CUST_2321,190.3
TXN_002143,2025-11-24 01:25:39.461045,STORE_009,Home Goods,7.63,Sale,CUST_0370,7.63
TXN_002144,2025-11-24 01:37:39.461045,STORE_006,Clothing,187.09,Sale,CUST_2913,187.09
TXN_002145,2025-11-24 01:37:39.461045,STORE_009,Home Goods,164.07,Sale,CUST_3639,164.07
TXN_002146,2025-11-24 01:37:39.461045,STORE_005,Home Goods,5.23,Sale,CUST_2093,5.23
TXN_002147,2025-11-24 01:44:39.461045,STORE_002,Groceries,129.43,Refund,CUST_2176,-129.43
TXN_002148,2025-11-24 01:56:39.461045,STORE_008,Groceries,98.89,Sale,CUST_2710,98.89
TXN_002149,2025-11-24 02:20:39.461045,STORE_005,Electronics,47.38,Sale,CUST_0220,47.38
TXN_002150,2025-11-24 02:23:39.461045,STORE_002,Electronics,247.9,Sale,CUST_4628,247.9
TXN_002151,2025-11-24 00:31:39.461045,STORE_004,Electronics,859.78,Refund,CUST_4732,-859.78
TXN_002152,2025-11-24 02:40:39.461045,STORE_009,Groceries,143.49,Sale,CUST_4570,143.49
TXN_002153,2025-11-24 02:58:39.461045,STORE_004,Electronics,71.85,Sale,CUST_3578,71.85
TXN_002154,2025-11-24 03:16:39.461045,STORE_004,Electronics,161.26,Sale,CUST_1713,161.26
TXN_002155,2025-11-24 03:33:39.461045,STORE_002,Groceries,61.82,Sale,CUST_1497,61.82
TXN_002156,2025-11-24 03:38:39.461045,STORE_006,Clothing,59.75,Sale,CUST_2118,59.75
TXN_002157,2025-11-24 03:41:39.461045,STORE_002,Groceries,129.4,Sale,CUST_3063,129.4
TXN_002158,2025-11-24 03:43:39.461045,STORE_007,Clothing,64.12,Sale,CUST_1995,64.12
TXN_002159,2025-11-24 03:58:39.461045,STORE_003,Groceries,61.89,Sale,CUST_2600,61.89
TXN_002160,2025-11-24 04:05:39.461045,STORE_003,Electronics,88.94,Sale,CUST_1191,88.94
TXN_002161,2025-11-24 04:22:39.461045,STORE_005,Home Goods,103.72,Sale,CUST_3616,103.72
TXN_002162,2025-11-24 04:34:39.461045,STORE_003,Home Goods,105.14,Sale,CUST_4843,105.14
TXN_002163,2025-11-24 04:58:39.461045,STORE_002,Clothing,139.92,Sale,CUST_0896,139.92
TXN_002164,2025-11-24 05:05:39.461045,STORE_010,Clothing,107.66,Sale,CUST_0797,107.66
TXN_002165,2025-11-24 05:14:39.461045,STORE_009,Clothing,103.19,Sale,CUST_0955,103.19
TXN_002166,2025-11-24 05:32:39.461045,STORE_002,Home Goods,23.86,Sale,CUST_0742,23.86
TXN_002167,2025-11-24 05:34:39.461045,STORE_002,Clothing,169.8,Sale,CUST_0465,169.8
TXN_002168,2025-11-24 05:53:39.461045,STORE_008,Groceries,77.9,Sale,CUST_4245,77.9
TXN_002169,2025-11-24 05:54:39.461045,STORE_009,Groceries,19.16,Sale,CUST_3047,19.16
TXN_002170,2025-11-24 05:58:39.461045,STORE_007,Home Goods,177.26,Sale,CUST_0581,177.26
TXN_002171,2025-11-24 06:18:39.461045,STORE_003,Groceries,54.28,Sale,CUST_4377,54.28
TXN_002172,2025-11-24 06:21:39.461045,STORE_009,Clothing,32.57,Sale,CUST_2051,32.57
TXN_002173,2025-11-24 06:33:39.461045,STORE_003,Home Goods,133.68,Sale,CUST_3362,133.68
TXN_002174,2025-11-24 06:42:39.461045,STORE_005,Clothing,80.63,Refund,CUST_3476,-80.63
TXN_002175,2025-11-24 06:51:39.461045,STORE_009,Groceries,121.62,Sale,CUST_4192,121.62
TXN_002176,2025-11-24 06:54:39.461045,STORE_003,Clothing,60.01,Refund,CUST_4995,-60.01
TXN_002177,2025-11-24 07:01:39.461045,STORE_007,Home Goods,17.39,Sale,CUST_4538,17.39
TXN_002178,2025-11-24 07:04:39.461045,STORE_001,Clothing,47.68,Sale,CUST_2634,47.68
TXN_002179,2025-11-24 07:04:39.461045,STORE_004,Groceries,196.66,Sale,CUST_4887,196.66
TXN_002180,2025-11-24 07:08:39.461045,STORE_004,Electronics,28.31,Sale,CUST_1822,28.31
TXN_002181,2025-11-24 07:13:39.461045,STORE_007,Home Goods,167.85,Refund,CUST_1360,-167.85
TXN_002182,2025-11-24 16:52:39.461045,STORE_008,Clothing,120.42,Sale,CUST_0626,120.42
TXN_002183,2025-11-24 17:11:39.461045,STORE_001,Home Goods,96.39,Sale,CUST_1989,96.39
TXN_002184,2025-11-24 17:14:39.461045,STORE_005,Clothing,134.0,Sale,CUST_2925,134.0
TXN_002185,2025-11-24 17:17:39.461045,STORE_007,Electronics,190.24,Refund,CUST_4726,-190.24
TXN_002186,2025-11-24 17:19:39.461045,STORE_004,Groceries,187.28,Sale,CUST_3376,187.28
TXN_002187,2025-11-24 17:47:39.461045,STORE_004,Clothing,67.02,Sale,CUST_0965,67.02
TXN_002188,2025-11-24 17:51:39.461045,STORE_004,Clothing,61.09,Sale,CUST_4097,61.09
TXN_002189,2025-11-24 17:52:39.461045,STORE_006,Electronics,141.22,Sale,CUST_1718,141.22
TXN_002190,2025-11-24 17:54:39.461045,STORE_007,Home Goods,52.16,Sale,CUST_0429,52.16
TXN_002191,2025-11-24 18:08:39.461045,STORE_002,Groceries,28.64,Sale,CUST_3719,28.64
TXN_002192,2025-11-24 18:11:39.461045,STORE_005,Clothing,46.82,Sale,CUST_1627,46.82
TXN_002193,2025-11-24 18:12:39.461045,STORE_004,Clothing,18.77,Sale,CUST_2253,18.77
TXN_002194,2025-11-24 18:29:39.461045,STORE_003,Groceries,65.76,Sale,CUST_4358,65.76
TXN_002195,2025-11-24 18:36:39.461045,STORE_007,Electronics,136.5,Sale,CUST_0069,136.5
TXN_002196,2025-11-24 18:52:39.461045,STORE_006,Home Goods,83.67,Sale,CUST_0327,83.67
TXN_002197,2025-11-24 18:55:39.461045,STORE_007,Groceries,50.69,Sale,CUST_1280,50.69
TXN_002198,2025-11-24 19:46:39.461045,STORE_005,Home Goods,67.96,Sale,CUST_1211,67.96
TXN_002199,2025-11-24 20:11:39.461045,STORE_006,Electronics,111.17,Sale,CUST_3430,111.17
TXN_002200,2025-11-24 20:22:39.461045,STORE_005,Electronics,88.11,Sale,CUST_2169,88.11
TXN_002201,2025-11-24 20:22:39.461045,STORE_007,Groceries,51.06,Sale,CUST_1269,51.06
TXN_002202,2025-11-24 21:05:39.461045,STORE_002,Clothing,148.11,Sale,CUST_2836,148.11
TXN_002203,2025-11-24 21:12:39.461045,STORE_005,Electronics,99.8,Sale,CUST_4058,99.8
TXN_002204,2025-11-24 21:13:39.461045,STORE_006,Electronics,84.25,Sale,CUST_1100,84.25
TXN_002205,2025-11-24 21:18:39.461045,STORE_006,Groceries,254.44,Sale,CUST_0071,254.44
TXN_002206,2025-11-24 21:27:39.461045,STORE_005,Groceries,96.55,Sale,CUST_2744,96.55
TXN_002207,2025-11-24 21:37:39.461045,STORE_010,Groceries,32.72,Sale,CUST_2719,32.72
TXN_002208,2025-11-24 21:52:39.461045,STORE_007,Electronics,9.78,Sale,CUST_2429,9.78
TXN_002209,2025-11-24 21:59:39.461045,STORE_010,Home Goods,8.34,Sale,CUST_4479,8.34
TXN_002210,2025-11-24 22:01:39.461045,STORE_008,Electronics,92.98,Sale,CUST_1344,92.98
TXN_002211,2025-11-24 22:18:39.461045,STORE_007,Groceries,114.62,Sale,CUST_4706,114.62
TXN_002212,2025-11-24 22:22:39.461045,STORE_005,Clothing,217.42,Sale,CUST_4236,217.42
TXN_002213,2025-11-24 22:27:39.461045,STORE_001,Clothing,201.79,Refund,CUST_3968,-201.79
TXN_002214,2025-11-24 22:51:39.461045,STORE_005,Groceries,78.68,Sale,CUST_4490,78.68
TXN_002215,2025-11-24 22:53:39.461045,STORE_010,Clothing,70.43,Sale,CUST_0836,70.43
TXN_002216,2025-11-24 23:20:39.461045,STORE_002,Electronics,53.74,Sale,CUST_4996,53.74
TXN_002217,2025-11-24 23:39:39.461045,STORE_005,Home Goods,172.64,Sale,CUST_1155,172.64
TXN_002218,2025-11-24 23:46:39.461045,STORE_005,Electronics,81.56,Sale,CUST_0527,81.56
TXN_002219,2025-11-25 00:30:39.461045,STORE_002,Groceries,46.15,Sale,CUST_2310,46.15
TXN_002220,2025-11-25 00:37:39.461045,STORE_005,Electronics,81.72,Sale,CUST_3855,81.72
TXN_002221,2025-11-25 00:52:39.461045,STORE_004,Clothing,74.54,Sale,CUST_2093,74.54
TXN_002222,2025-11-25 00:58:39.461045,STORE_001,Electronics,66.72,Sale,CUST_4988,66.72
TXN_002223,2025-11-25 01:05:39.461045,STORE_003,Home Goods,51.64,Sale,CUST_4423,51.64
TXN_002224,2025-11-25 01:06:39.461045,STORE_001,Clothing,192.34,Sale,CUST_2295,192.34
TXN_002225,2025-11-25 01:12:39.461045,STORE_005,Home Goods,75.59,Sale,CUST_3661,75.59
TXN_002226,2025-11-25 01:13:39.461045,STORE_004,Home Goods,54.96,Sale,CUST_2499,54.96
TXN_002227,2025-11-25 01:13:39.461045,STORE_007,Home Goods,43.39,Sale,CUST_3167,43.39
TXN_002228,2025-11-25 01:34:39.461045,STORE_005,Electronics,118.7,Sale,CUST_0041,118.7
TXN_002229,2025-11-25 01:37:39.461045,STORE_010,Electronics,143.54,Sale,CUST_2415,143.54
TXN_002230,2025-11-25 01:44:39.461045,STORE_004,Electronics,64.51,Refund,CUST_1430,-64.51
TXN_002231,2025-11-25 02:32:39.461045,STORE_002,Electronics,55.02,Sale,CUST_4784,55.02
TXN_002232,2025-11-25 02:41:39.461045,STORE_004,Clothing,176.92,Sale,CUST_2031,176.92
TXN_002233,2025-11-25 03:04:39.461045,STORE_002,Electronics,38.76,Refund,CUST_3733,-38.76
TXN_002234,2025-11-25 03:10:39.461045,STORE_008,Clothing,72.88,Sale,CUST_0850,72.88
TXN_002235,2025-11-25 03:39:39.461045,STORE_003,Home Goods,86.79,Sale,CUST_3947,86.79
TXN_002236,2025-11-25 03:44:39.461045,STORE_009,Clothing,108.15,Sale,CUST_4487,108.15
TXN_002237,2025-11-25 03:51:39.461045,STORE_004,Groceries,83.35,Sale,CUST_2065,83.35
TXN_002238,2025-11-25 03:55:39.461045,STORE_006,Electronics,1.47,Sale,CUST_3887,1.47
TXN_002239,2025-11-25 04:21:39.461045,STORE_010,Groceries,121.63,Sale,CUST_1477,121.63
TXN_002240,2025-11-25 04:34:39.461045,STORE_005,Clothing,1.53,Sale,CUST_0661,1.53
TXN_002241,2025-11-25 04:47:39.461045,STORE_010,Electronics,51.4,Sale,CUST_2149,51.4
TXN_002242,2025-11-25 05:02:39.461045,STORE_001,Groceries,192.3,Sale,CUST_3521,192.3
TXN_002243,2025-11-25 05:25:39.461045,STORE_009,Electronics,41.98,Sale,CUST_0644,41.98
TXN_002244,2025-11-25 05:40:39.461045,STORE_001,Clothing,49.25,Sale,CUST_3753,49.25
TXN_002245,2025-11-25 06:23:39.461045,STORE_008,Groceries,112.91,Sale,CUST_1501,112.91
TXN_002246,2025-11-25 06:46:39.461045,STORE_009,Clothing,121.62,Sale,CUST_4089,121.62
TXN_002247,2025-11-25 06:48:39.461045,STORE_009,Groceries,17.04,Sale,CUST_2753,17.04
TXN_002248,2025-11-25 06:53:39.461045,STORE_001,Home Goods,135.93,Sale,CUST_4386,135.93
TXN_002249,2025-11-25 07:24:39.461045,STORE_002,Home Goods,113.02,Refund,CUST_0389,-113.02
TXN_002250,2025-11-25 07:28:39.461045,STORE_001,Home Goods,38.4,Sale,CUST_2224,38.4
TXN_002251,2025-11-25 07:32:39.461045,STORE_010,Home Goods,109.08,Sale,CUST_2820,109.08
TXN_002252,2025-11-25 03:45:39.461045,STORE_002,Home Goods,1134.24,Refund,CUST_1181,-1134.24
TXN_002253,2025-11-25 16:52:39.461045,STORE_010,Clothing,144.05,Sale,CUST_1483,144.05
TXN_002254,2025-11-25 17:06:39.461045,STORE_008,Home Goods,187.68,Sale,CUST_3472,187.68
TXN_002255,2025-11-25 17:07:39.461045,STORE_005,Clothing,148.12,Refund,CUST_3654,-148.12
TXN_002256,2025-11-25 17:48:39.461045,STORE_007,Home Goods,209.76,Sale,CUST_3506,209.76
TXN_002257,2025-11-25 17:48:39.461045,STORE_002,Electronics,94.01,Sale,CUST_4125,94.01
TXN_002258,2025-11-25 18:01:39.461045,STORE_008,Home Goods,33.36,Sale,CUST_4248,33.36
TXN_002259,2025-11-25 18:03:39.461045,STORE_006,Electronics,80.85,Sale,CUST_3728,80.85
TXN_002260,2025-11-25 18:14:39.461045,STORE_008,Clothing,73.42,Sale,CUST_4831,73.42
TXN_002261,2025-11-25 18:19:39.461045,STORE_001,Home Goods,82.28,Sale,CUST_4439,82.28
TXN_002262,2025-11-25 18:24:39.461045,STORE_001,Groceries,67.25,Sale,CUST_4299,67.25
TXN_002263,2025-11-25 18:46:39.461045,STORE_007,Clothing,135.69,Sale,CUST_3777,135.69
TXN_002264,2025-11-25 19:07:39.461045,STORE_008,Home Goods,73.97,Sale,CUST_3856,73.97
TXN_002265,2025-11-25 19:08:39.461045,STORE_003,Clothing,91.83,Sale,CUST_2709,91.83
TXN_002266,2025-11-25 19:10:39.461045,STORE_005,Groceries,24.1,Sale,CUST_2402,24.1
TXN_002267,2025-11-25 19:16:39.461045,STORE_001,Home Goods,85.61,Sale,CUST_2284,85.61
TXN_002268,2025-11-25 19:19:39.461045,STORE_007,Groceries,33.49,Sale,CUST_2699,33.49
TXN_002269,2025-11-25 19:22:39.461045,STORE_005,Home Goods,24.56,Sale,CUST_4201,24.56
TXN_002270,2025-11-25 19:25:39.461045,STORE_008,Electronics,160.56,Sale,CUST_2114,160.56
TXN_002271,2025-11-25 19:28:39.461045,STORE_008,Clothing,146.21,Sale,CUST_3703,146.21
TXN_002272,2025-11-25 19:29:39.461045,STORE_009,Groceries,173.6,Sale,CUST_2416,173.6
TXN_002273,2025-11-25 19:48:39.461045,STORE_007,Clothing,135.56,Sale,CUST_0568,135.56
TXN_002274,2025-11-25 19:52:39.461045,STORE_001,Groceries,194.37,Sale,CUST_1931,194.37
TXN_002275,2025-11-25 20:00:39.461045,STORE_003,Clothing,37.17,Sale,CUST_2275,37.17
TXN_002276,2025-11-25 20:01:39.461045,STORE_008,Clothing,18.87,Sale,CUST_0035,18.87
TXN_002277,2025-11-25 20:15:39.461045,STORE_003,Clothing,36.77,Sale,CUST_0947,36.77
TXN_002278,2025-11-25 20:22:39.461045,STORE_008,Electronics,131.97,Sale,CUST_1116,131.97
TXN_002279,2025-11-25 20:29:39.461045,STORE_001,Home Goods,74.17,Sale,CUST_4762,74.17
TXN_002280,2025-11-25 20:45:39.461045,STORE_005,Electronics,98.9,Sale,CUST_1746,98.9
TXN_002281,2025-11-25 20:58:39.461045,STORE_004,Clothing,239.12,Sale,CUST_3408,239.12
TXN_002282,2025-11-25 21:24:39.461045,STORE_005,Groceries,47.67,Sale,CUST_0027,47.67
TXN_002283,2025-11-25 21:25:39.461045,STORE_008,Clothing,31.59,Sale,CUST_2690,31.59
TXN_002284,2025-11-25 22:01:39.461045,STORE_010,Home Goods,204.71,Sale,CUST_4933,204.71
TXN_002285,2025-11-25 22:03:39.461045,STORE_004,Electronics,83.82,Sale,CUST_3564,83.82
TXN_002286,2025-11-25 22:03:39.461045,STORE_004,Home Goods,68.99,Sale,CUST_1491,68.99
TXN_002287,2025-11-25 22:08:39.461045,STORE_003,Groceries,173.04,Sale,CUST_3717,173.04
TXN_002288,2025-11-25 22:15:39.461045,STORE_007,Home Goods,157.13,Sale,CUST_2727,157.13
TXN_002289,2025-11-25 22:21:39.461045,STORE_003,Electronics,320.22,Sale,CUST_0525,320.22
TXN_002290,2025-11-25 22:23:39.461045,STORE_003,Groceries,132.39,Sale,CUST_4764,132.39
TXN_002291,2025-11-25 22:26:39.461045,STORE_010,Home Goods,48.38,Sale,CUST_1711,48.38
TXN_002292,2025-11-25 22:31:39.461045,STORE_005,Electronics,40.27,Sale,CUST_2058,40.27
TXN_002293,2025-11-25 22:33:39.461045,STORE_005,Electronics,49.73,Sale,CUST_3088,49.73
TXN_002294,2025-11-25 22:48:39.461045,STORE_006,Clothing,194.79,Sale,CUST_2042,194.79
TXN_002295,2025-11-25 22:49:39.461045,STORE_008,Home Goods,137.14,Sale,CUST_4227,137.14
TXN_002296,2025-11-25 22:56:39.461045,STORE_010,Groceries,39.17,Sale,CUST_4939,39.17
TXN_002297,2025-11-25 23:17:39.461045,STORE_006,Clothing,159.0,Sale,CUST_0223,159.0
TXN_002298,2025-11-25 23:18:39.461045,STORE_001,Home Goods,71.07,Sale,CUST_0909,71.07
TXN_002299,2025-11-25 23:22:39.461045,STORE_008,Home Goods,84.93,Sale,CUST_1255,84.93
TXN_002300,2025-11-25 23:33:39.461045,STORE_008,Groceries,179.31,Sale,CUST_2284,179.31
TXN_002301,2025-11-26 00:02:39.461045,STORE_009,Clothing,99.03,Sale,CUST_4326,99.03
TXN_002302,2025-11-26 00:20:39.461045,STORE_009,Clothing,221.73,Sale,CUST_2346,221.73
TXN_002303,2025-11-26 00:22:39.461045,STORE_002,Groceries,13.74,Sale,CUST_2414,13.74
TXN_002304,2025-11-26 00:28:39.461045,STORE_002,Clothing,193.43,Sale,CUST_3921,193.43
TXN_002305,2025-11-26 00:32:39.461045,STORE_003,Electronics,104.14,Sale,CUST_4949,104.14
TXN_002306,2025-11-26 00:33:39.461045,STORE_001,Groceries,173.18,Refund,CUST_1986,-173.18
TXN_002307,2025-11-26 00:39:39.461045,STORE_004,Home Goods,13.78,Sale,CUST_3457,13.78
TXN_002308,2025-11-26 01:03:39.461045,STORE_004,Groceries,30.76,Sale,CUST_2863,30.76
TXN_002309,2025-11-26 01:10:39.461045,STORE_009,Electronics,169.43,Sale,CUST_3336,169.43
TXN_002310,2025-11-26 01:33:39.461045,STORE_009,Groceries,25.19,Sale,CUST_0974,25.19
TXN_002311,2025-11-26 01:55:39.461045,STORE_009,Home Goods,57.77,Sale,CUST_0573,57.77
TXN_002312,2025-11-26 02:19:39.461045,STORE_010,Home Goods,83.79,Sale,CUST_2951,83.79
TXN_002313,2025-11-26 02:27:39.461045,STORE_007,Groceries,140.89,Sale,CUST_3356,140.89
TXN_002314,2025-11-26 02:28:39.461045,STORE_002,Groceries,166.51,Sale,CUST_4542,166.51
TXN_002315,2025-11-26 03:25:39.461045,STORE_010,Electronics,112.27,Sale,CUST_3294,112.27
TXN_002316,2025-11-26 03:32:39.461045,STORE_005,Electronics,220.99,Sale,CUST_1115,220.99
TXN_002317,2025-11-26 03:55:39.461045,STORE_004,Home Goods,122.34,Sale,CUST_1084,122.34
TXN_002318,2025-11-26 03:56:39.461045,STORE_008,Clothing,61.71,Sale,CUST_1967,61.71
TXN_002319,2025-11-26 04:15:39.461045,STORE_002,Clothing,159.66,Sale,CUST_0509,159.66
