Transaction_ID,Date,Store_ID,Region,Category,Sales_Amount,Transaction_Type,Customer_ID,HourOfDay,IsRefund,Net_Revenue,Anomaly_Label,Anomaly_Score,Is_Anomaly
TXN_004725,2025-12-25 23:04:49.836071,STORE_005,Central,Clothing,117.74,Sale,CUST_4939,23,0,117.74,1,0.18721253072388488,False
TXN_004726,2025-12-25 23:14:49.836071,STORE_008,East,Clothing,144.5,Sale,CUST_4676,23,0,144.5,1,0.17243020118987606,False
TXN_004727,2025-12-25 23:14:49.836071,STORE_009,East,Home Goods,174.64,Sale,CUST_0734,23,0,174.64,1,0.15378010412630216,False
TXN_004728,2025-12-25 23:19:49.836071,STORE_010,Central,Electronics,6.64,Sale,CUST_2807,23,0,6.64,1,0.133111267490724,False
TXN_004729,2025-12-25 23:24:49.836071,STORE_005,Central,Home Goods,152.2,Refund,CUST_3943,23,1,-152.2,1,0.004331966021211997,False
TXN_004730,2025-12-25 23:42:49.836071,STORE_006,South,Groceries,9.18,Sale,CUST_1837,23,0,9.18,1,0.14299275503517672,False
TXN_004731,2025-12-25 23:43:49.836071,STORE_001,West,Home Goods,170.09,Sale,CUST_4345,23,0,170.09,1,0.15485034464528125,False
TXN_004732,2025-12-25 23:47:49.836071,STORE_007,East,Home Goods,67.23,Sale,CUST_0220,23,0,67.23,1,0.21432941120295018,False
TXN_004733,2025-12-25 23:52:49.836071,STORE_004,Central,Home Goods,83.02,Sale,CUST_3125,23,0,83.02,1,0.2191378466986455,False
TXN_004734,2025-12-25 23:58:49.836071,STORE_002,Central,Groceries,161.12,Sale,CUST_3721,23,0,161.12,1,0.16304238997130405,False
TXN_004735,2025-12-25 23:58:49.836071,STORE_005,Central,Electronics,204.51,Sale,CUST_4689,23,0,204.51,1,0.12536629982561265,False
TXN_004736,2025-12-26 00:11:49.836071,STORE_003,East,Home Goods,280.59,Sale,CUST_3121,0,0,280.59,1,0.10828978717313753,False
TXN_004737,2025-12-26 01:07:49.836071,STORE_006,South,Groceries,33.88,Sale,CUST_3783,1,0,33.88,1,0.24175718710886474,False
TXN_004738,2025-12-26 01:27:49.836071,STORE_008,East,Clothing,110.02,Sale,CUST_1894,1,0,110.02,1,0.2470649989821483,False
TXN_004739,2025-12-26 01:41:49.836071,STORE_007,East,Electronics,188.87,Sale,CUST_3172,1,0,188.87,1,0.19423460675199566,False
TXN_004740,2025-12-26 01:42:49.836071,STORE_003,East,Groceries,46.1,Sale,CUST_3704,1,0,46.1,1,0.2459402163359123,False
TXN_004741,2025-12-26 01:48:49.836071,STORE_008,East,Home Goods,28.43,Sale,CUST_1487,1,0,28.43,1,0.23827777966343494,False
TXN_004742,2025-12-26 01:54:49.836071,STORE_002,Central,Groceries,80.13,Sale,CUST_0300,1,0,80.13,1,0.2558044990084312,False
TXN_004743,2025-12-26 02:03:49.836071,STORE_010,Central,Electronics,61.1,Sale,CUST_4785,2,0,61.1,1,0.26729661901122675,False
TXN_004744,2025-12-26 02:06:49.836071,STORE_009,East,Home Goods,82.03,Sale,CUST_3231,2,0,82.03,1,0.26325842795557314,False
TXN_004745,2025-12-26 02:16:49.836071,STORE_004,Central,Clothing,171.29,Sale,CUST_0969,2,0,171.29,1,0.2245477104908451,False
TXN_004746,2025-12-26 02:30:49.836071,STORE_001,West,Clothing,87.13,Sale,CUST_0370,2,0,87.13,1,0.26343557510869886,False
TXN_004747,2025-12-26 02:31:49.836071,STORE_008,East,Clothing,84.285,Sale,CUST_1485,2,0,84.285,1,0.2648874067189166,False
TXN_004748,2025-12-26 02:43:49.836071,STORE_007,East,Groceries,150.98,Sale,CUST_1587,2,0,150.98,1,0.2279943758744909,False
TXN_004749,2025-12-26 03:20:49.836071,STORE_005,Central,Electronics,120.45,Sale,CUST_3753,3,0,120.45,1,0.24911816773994133,False
TXN_004750,2025-12-26 03:34:49.836071,STORE_010,Central,Clothing,77.64,Sale,CUST_1485,3,0,77.64,1,0.27698723191541463,False
TXN_004751,2025-12-26 03:41:49.836071,STORE_005,Central,Home Goods,142.59,Sale,CUST_3542,3,0,142.59,1,0.2371964604116522,False
TXN_004752,2025-12-26 03:52:49.836071,STORE_007,East,Home Goods,65.93,Sale,CUST_2504,3,0,65.93,1,0.2740647631336053,False
TXN_004753,2025-12-26 03:57:49.836071,STORE_005,Central,Home Goods,41.29,Sale,CUST_1833,3,0,41.29,1,0.26189787910916856,False
TXN_004754,2025-12-26 03:58:49.836071,STORE_008,East,Groceries,318.09,Sale,CUST_1421,3,0,318.09,1,0.11605617628103593,False
TXN_004755,2025-12-26 04:08:49.836071,STORE_006,South,Electronics,121.22,Sale,CUST_0469,4,0,121.22,1,0.2585240517949748,False
TXN_004756,2025-12-26 04:12:49.836071,STORE_005,Central,Electronics,133.37,Sale,CUST_2981,4,0,133.37,1,0.2551419147671974,False
TXN_004757,2025-12-26 04:22:49.836071,STORE_009,East,Clothing,77.76,Sale,CUST_4170,4,0,77.76,1,0.28129320790688017,False
TXN_004758,2025-12-26 04:25:49.836071,STORE_002,Central,Electronics,222.55,Sale,CUST_3170,4,0,222.55,1,0.19374387660529363,False
TXN_004759,2025-12-26 04:29:49.836071,STORE_001,West,Home Goods,128.4,Sale,CUST_4650,4,0,128.4,1,0.2565310606483166,False
TXN_004760,2025-12-26 04:29:49.836071,STORE_008,East,Home Goods,71.92,Sale,CUST_4636,4,0,71.92,1,0.2774590327075309,False
TXN_004761,2025-12-26 04:32:49.836071,STORE_003,East,Groceries,123.12,Refund,CUST_3595,4,1,-123.12,1,0.07491003649002825,False
TXN_004762,2025-12-26 05:02:49.836071,STORE_007,East,Home Goods,89.23,Sale,CUST_1297,5,0,89.23,1,0.2861723047560096,False
TXN_004763,2025-12-26 05:06:49.836071,STORE_010,Central,Electronics,138.23,Sale,CUST_2187,5,0,138.23,1,0.2652922321130547,False
TXN_004764,2025-12-26 05:08:49.836071,STORE_008,East,Home Goods,163.16,Sale,CUST_2975,5,0,163.16,1,0.24867061501776166,False
TXN_004765,2025-12-26 05:20:49.836071,STORE_006,South,Clothing,78.41,Sale,CUST_3842,5,0,78.41,1,0.28737266542362194,False
TXN_004766,2025-12-26 05:33:49.836071,STORE_010,Central,Groceries,22.49,Sale,CUST_0849,5,0,22.49,1,0.2576798051124406,False
TXN_004767,2025-12-26 05:43:49.836071,STORE_009,East,Groceries,220.23,Sale,CUST_2983,5,0,220.23,1,0.2109482868309826,False
TXN_004768,2025-12-26 05:52:49.836071,STORE_007,East,Electronics,5.24,Sale,CUST_2965,5,0,5.24,1,0.21006647491251518,False
TXN_004769,2025-12-26 06:06:49.836071,STORE_010,Central,Home Goods,57.62,Sale,CUST_3637,6,0,57.62,1,0.2867163899506044,False
TXN_004770,2025-12-26 06:12:49.836071,STORE_005,Central,Home Goods,68.09,Sale,CUST_1602,6,0,68.09,1,0.28640695269602534,False
TXN_004771,2025-12-26 06:13:49.836071,STORE_008,East,Electronics,8.57,Sale,CUST_1286,6,0,8.57,1,0.23020555536649434,False
TXN_004772,2025-12-26 06:19:49.836071,STORE_002,Central,Electronics,71.35,Sale,CUST_4006,6,0,71.35,1,0.2838820300077461,False
TXN_004773,2025-12-26 06:23:49.836071,STORE_007,East,Clothing,25.92,Sale,CUST_3825,6,0,25.92,1,0.2643854310054394,False
TXN_004774,2025-12-26 06:37:49.836071,STORE_004,Central,Electronics,62.04,Sale,CUST_0059,6,0,62.04,1,0.2876225975137634,False
TXN_004775,2025-12-26 06:44:49.836071,STORE_009,East,Home Goods,54.91,Sale,CUST_0972,6,0,54.91,1,0.2828361587612249,False
TXN_004776,2025-12-26 06:56:49.836071,STORE_001,West,Clothing,135.42,Sale,CUST_0948,6,0,135.42,1,0.2632530525807703,False
TXN_004777,2025-12-26 06:57:49.836071,STORE_007,East,Groceries,116.76,Sale,CUST_2750,6,0,116.76,1,0.27242610597394257,False
TXN_004778,2025-12-26 07:05:49.836071,STORE_006,South,Home Goods,37.99,Sale,CUST_2526,7,0,37.99,1,0.2694588569972179,False
TXN_004779,2025-12-26 07:31:49.836071,STORE_008,East,Groceries,34.35,Sale,CUST_0786,7,0,34.35,1,0.2645975520253914,False
TXN_004780,2025-12-26 07:32:49.836071,STORE_005,Central,Groceries,148.93,Refund,CUST_3822,7,1,-148.93,1,0.07736855533769338,False
TXN_004781,2025-12-26 07:37:49.836071,STORE_001,West,Groceries,40.75,Sale,CUST_4089,7,0,40.75,1,0.2689400657175559,False
TXN_004782,2025-12-26 07:42:49.836071,STORE_001,West,Home Goods,74.74,Sale,CUST_1685,7,0,74.74,1,0.2723744191204037,False
TXN_004783,2025-12-26 07:50:49.836071,STORE_009,East,Groceries,66.44,Sale,CUST_1499,7,0,66.44,1,0.2756781628123578,False
TXN_004784,2025-12-26 07:57:49.836071,STORE_010,Central,Home Goods,176.21,Sale,CUST_3390,7,0,176.21,1,0.22019059849197464,False
TXN_004785,2025-12-26 08:08:49.836071,STORE_006,South,Groceries,214.67,Sale,CUST_0038,8,0,214.67,1,0.17143245103680704,False
TXN_004786,2025-12-26 08:23:49.836071,STORE_010,Central,Electronics,39.27,Sale,CUST_4803,8,0,39.27,1,0.2467757317549774,False
TXN_004787,2025-12-26 08:33:49.836071,STORE_005,Central,Electronics,105.44,Sale,CUST_3474,8,0,105.44,1,0.2501829502072154,False
TXN_004788,2025-12-26 09:14:49.836071,STORE_001,West,Home Goods,176.48,Sale,CUST_4162,9,0,176.48,1,0.15421413809960938,False
TXN_004789,2025-12-26 09:17:49.836071,STORE_006,South,Groceries,51.4,Sale,CUST_2788,9,0,51.4,1,0.1948439387728651,False
TXN_004790,2025-12-26 09:21:49.836071,STORE_006,South,Groceries,164.37,Sale,CUST_3329,9,0,164.37,1,0.15933009037269819,False
TXN_004791,2025-12-26 18:25:49.836071,STORE_003,East,Groceries,83.4,Sale,CUST_4165,18,0,83.4,1,0.20436268769088783,False
TXN_004792,2025-12-26 18:39:49.836071,STORE_008,East,Electronics,80.53,Sale,CUST_4521,18,0,80.53,1,0.20019399588163572,False
TXN_004793,2025-12-26 18:53:49.836071,STORE_001,West,Groceries,154.75,Sale,CUST_4392,18,0,154.75,1,0.15648188558331744,False
TXN_004794,2025-12-26 19:18:49.836071,STORE_001,West,Groceries,446.94,Sale,CUST_4509,19,0,446.94,1,0.027244597291613104,False
TXN_004795,2025-12-26 19:19:49.836071,STORE_006,South,Home Goods,36.41,Sale,CUST_3442,19,0,36.41,1,0.21753896372368736,False
TXN_004796,2025-12-26 19:24:49.836071,STORE_010,Central,Groceries,154.1,Sale,CUST_0515,19,0,154.1,1,0.20217490426733814,False
TXN_004797,2025-12-26 19:33:49.836071,STORE_001,West,Electronics,131.67,Sale,CUST_0287,19,0,131.67,1,0.2156491228147887,False
TXN_004798,2025-12-26 19:51:49.836071,STORE_006,South,Groceries,34.6,Sale,CUST_4291,19,0,34.6,1,0.21524698908023832,False
TXN_004799,2025-12-26 19:57:49.836071,STORE_001,West,Electronics,84.41,Sale,CUST_2811,19,0,84.41,1,0.2444917034923867,False
TXN_004800,2025-12-26 20:01:49.836071,STORE_006,South,Electronics,36.17,Sale,CUST_4956,20,0,36.17,1,0.22383105615883392,False
TXN_004801,2025-12-26 20:33:49.836071,STORE_003,East,Clothing,73.61,Sale,CUST_3886,20,0,73.61,1,0.24793418866426759,False
TXN_004802,2025-12-26 20:44:49.836071,STORE_008,East,Electronics,208.22,Sale,CUST_1643,20,0,208.22,1,0.17629598143082803,False
TXN_004803,2025-12-26 20:44:49.836071,STORE_006,South,Clothing,76.3,Sale,CUST_2841,20,0,76.3,1,0.2488108572198786,False
TXN_004804,2025-12-26 21:00:49.836071,STORE_001,West,Clothing,28.27,Sale,CUST_4104,21,0,28.27,1,0.21257452431043428,False
TXN_004805,2025-12-26 21:07:49.836071,STORE_005,Central,Groceries,71.35,Sale,CUST_3101,21,0,71.35,1,0.2415328582510185,False
TXN_004806,2025-12-26 21:07:49.836071,STORE_008,East,Clothing,84.285,Sale,CUST_3923,21,0,84.285,1,0.24793358263435383,False
TXN_004807,2025-12-26 21:16:49.836071,STORE_003,East,Home Goods,124.28,Sale,CUST_4843,21,0,124.28,1,0.20893651424049264,False
TXN_004808,2025-12-26 21:21:49.836071,STORE_006,South,Electronics,99.26,Refund,CUST_2404,21,1,-99.26,1,0.02731086179413944,False
TXN_004809,2025-12-26 21:26:49.836071,STORE_005,Central,Home Goods,29.14,Sale,CUST_1742,21,0,29.14,1,0.21539183773620862,False
TXN_004810,2025-12-26 22:22:49.836071,STORE_006,South,Clothing,84.285,Sale,CUST_1594,22,0,84.285,1,0.2398812221073442,False
TXN_004811,2025-12-26 22:33:49.836071,STORE_010,Central,Groceries,153.86,Refund,CUST_3365,22,1,-153.86,1,0.018720233746412962,False
TXN_004812,2025-12-26 22:33:49.836071,STORE_001,West,Electronics,51.34,Sale,CUST_2244,22,0,51.34,1,0.23207005502162958,False
TXN_004813,2025-12-26 22:59:49.836071,STORE_007,East,Home Goods,28.77,Sale,CUST_2225,22,0,28.77,1,0.21158099459896168,False
TXN_004814,2025-12-26 23:05:49.836071,STORE_009,East,Groceries,182.05,Sale,CUST_4065,23,0,182.05,1,0.14409442370613323,False
TXN_004815,2025-12-26 23:16:49.836071,STORE_002,Central,Clothing,313.64,Sale,CUST_0419,23,0,313.64,1,0.04347367702479865,False
TXN_004816,2025-12-26 23:30:49.836071,STORE_010,Central,Groceries,71.18,Sale,CUST_1379,23,0,71.18,1,0.21154031880663665,False
TXN_004817,2025-12-27 00:06:49.836071,STORE_005,Central,Home Goods,157.26,Sale,CUST_3135,0,0,157.26,1,0.19128024475014593,False
TXN_004818,2025-12-27 00:11:49.836071,STORE_010,Central,Groceries,131.72,Sale,CUST_1645,0,0,131.72,1,0.2064249044566256,False
TXN_004819,2025-12-27 00:18:49.836071,STORE_004,Central,Home Goods,110.22,Sale,CUST_1232,0,0,110.22,1,0.22082074000183421,False
TXN_004820,2025-12-27 00:19:49.836071,STORE_006,South,Groceries,83.19,Sale,CUST_4015,0,0,83.19,1,0.22659724604231107,False
TXN_004821,2025-12-27 00:21:49.836071,STORE_006,South,Electronics,103.7,Sale,CUST_3241,0,0,103.7,1,0.22288146833809946,False
TXN_004822,2025-12-27 00:23:49.836071,STORE_002,Central,Unknown,,Sale,CUST_4037,0,0,,1,0.13078947506407645,False
TXN_004823,2025-12-27 00:24:49.836071,STORE_002,Central,Electronics,102.57,Sale,CUST_3476,0,0,102.57,1,0.2254965037433842,False
TXN_004824,2025-12-27 00:30:49.836071,STORE_004,Central,Home Goods,188.8,Sale,CUST_2873,0,0,188.8,1,0.1644426689506584,False
TXN_004825,2025-12-27 00:46:49.836071,STORE_001,West,Electronics,76.4,Refund,CUST_4871,0,1,-76.4,1,0.060280394253667824,False
TXN_004826,2025-12-27 00:50:49.836071,STORE_009,East,Groceries,123.72,Sale,CUST_3226,0,0,123.72,1,0.2102911404551589,False
TXN_004827,2025-12-27 01:24:49.836071,STORE_007,East,Unknown,,Sale,CUST_2162,1,0,,1,0.16669560900843683,False
TXN_004828,2025-12-27 01:32:49.836071,STORE_007,East,Home Goods,0.62,Sale,CUST_2743,1,0,0.62,1,0.16657025232087053,False
TXN_004829,2025-12-27 01:51:49.836071,STORE_003,East,Groceries,111.36,Sale,CUST_4246,1,0,111.36,1,0.2470649989821483,False
TXN_004830,2025-12-27 02:07:49.836071,STORE_003,East,Electronics,118.28,Sale,CUST_3641,2,0,118.28,1,0.24350222639644065,False
TXN_004831,2025-12-27 02:08:49.836071,STORE_001,West,Electronics,84.41,Sale,CUST_3173,2,0,84.41,1,0.26583974310053454,False
TXN_004832,2025-12-27 02:15:49.836071,STORE_003,East,Clothing,107.86,Sale,CUST_3155,2,0,107.86,1,0.25166390164707114,False
TXN_004833,2025-12-27 02:15:49.836071,STORE_003,East,Electronics,94.97,Sale,CUST_2125,2,0,94.97,1,0.2560010664567228,False
TXN_004834,2025-12-27 02:26:49.836071,STORE_004,Central,Clothing,121.96,Sale,CUST_4779,2,0,121.96,1,0.24319274025155202,False
TXN_004835,2025-12-27 03:00:49.836071,STORE_004,Central,Home Goods,138.35,Sale,CUST_2172,3,0,138.35,1,0.23916691822790337,False
TXN_004836,2025-12-27 03:03:49.836071,STORE_003,East,Clothing,240.93,Sale,CUST_3626,3,0,240.93,1,0.1699959621697984,False
TXN_004837,2025-12-27 03:15:49.836071,STORE_010,Central,Home Goods,35.4,Sale,CUST_0642,3,0,35.4,1,0.25619445554231224,False
TXN_004838,2025-12-27 04:06:49.836071,STORE_008,East,Electronics,41.27,Sale,CUST_2858,4,0,41.27,1,0.26322629317148827,False
TXN_004839,2025-12-27 04:16:49.836071,STORE_008,East,Electronics,248.52,Sale,CUST_2897,4,0,248.52,1,0.1771593850303126,False
TXN_004840,2025-12-27 04:18:49.836071,STORE_001,West,Clothing,175.08,Sale,CUST_1955,4,0,175.08,1,0.2274035829675412,False
TXN_004841,2025-12-27 04:38:49.836071,STORE_007,East,Home Goods,121.86,Sale,CUST_2254,4,0,121.86,1,0.25880846928523477,False
TXN_004842,2025-12-27 05:10:49.836071,STORE_002,Central,Electronics,18.49,Sale,CUST_3632,5,0,18.49,1,0.24775899742289703,False
TXN_004843,2025-12-27 05:11:49.836071,STORE_001,West,Clothing,41.22,Sale,CUST_2071,5,0,41.22,1,0.2684516631639783,False
TXN_004844,2025-12-27 05:14:49.836071,STORE_003,East,Clothing,70.33,Sale,CUST_2620,5,0,70.33,1,0.28543967464884296,False
TXN_004845,2025-12-27 05:18:49.836071,STORE_004,Central,Clothing,113.33,Sale,CUST_0296,5,0,113.33,1,0.28271155693989064,False
TXN_004846,2025-12-27 05:23:49.836071,STORE_006,South,Electronics,24.25,Sale,CUST_1063,5,0,24.25,1,0.2586476160100781,False
TXN_004847,2025-12-27 05:24:49.836071,STORE_010,Central,Home Goods,151.06,Sale,CUST_2075,5,0,151.06,1,0.25307371654336397,False
TXN_004848,2025-12-27 05:34:49.836071,STORE_005,Central,Electronics,120.33,Sale,CUST_0193,5,0,120.33,1,0.2739829464332082,False
TXN_004849,2025-12-27 05:57:49.836071,STORE_004,Central,Groceries,86.77,Sale,CUST_2987,5,0,86.77,1,0.28592749581025195,False
TXN_004850,2025-12-27 05:58:49.836071,STORE_008,East,Groceries,41.6,Sale,CUST_1978,5,0,41.6,1,0.2698008048131959,False
TXN_004851,2025-12-27 06:02:49.836071,STORE_004,Central,Electronics,26.58,Sale,CUST_3627,6,0,26.58,1,0.2636610943140444,False
TXN_004852,2025-12-27 06:06:49.836071,STORE_010,Central,Home Goods,74.48,Sale,CUST_4057,6,0,74.48,1,0.28424283302655184,False
TXN_004853,2025-12-27 06:08:49.836071,STORE_002,Central,Clothing,101.58,Sale,CUST_1390,6,0,101.58,1,0.2805175634549044,False
TXN_004854,2025-12-27 06:09:49.836071,STORE_003,East,Groceries,129.63,Sale,CUST_4920,6,0,129.63,1,0.26886284577510655,False
TXN_004855,2025-12-27 06:10:49.836071,STORE_006,South,Groceries,73.94,Sale,CUST_0046,6,0,73.94,1,0.28424283302655184,False
TXN_004856,2025-12-27 06:18:49.836071,STORE_008,East,Electronics,108.1,Sale,CUST_4581,6,0,108.1,1,0.27836835364447876,False
TXN_004857,2025-12-27 06:30:49.836071,STORE_008,East,Groceries,115.86,Sale,CUST_2236,6,0,115.86,1,0.27328436172532095,False
TXN_004858,2025-12-27 06:32:49.836071,STORE_009,East,Groceries,40.66,Sale,CUST_4295,6,0,40.66,1,0.27537381836309155,False
TXN_004859,2025-12-27 06:43:49.836071,STORE_007,East,Clothing,137.15,Refund,CUST_3264,6,1,-137.15,1,0.07932904059222501,False
TXN_004860,2025-12-27 06:45:49.836071,STORE_002,Central,Clothing,129.29,Sale,CUST_2580,6,0,129.29,1,0.26886284577510655,False
TXN_004861,2025-12-27 06:48:49.836071,STORE_008,East,Home Goods,158.67,Sale,CUST_1860,6,0,158.67,1,0.24387008429068063,False
TXN_004862,2025-12-27 07:06:49.836071,STORE_007,East,Groceries,70.6,Sale,CUST_2120,7,0,70.6,1,0.2756643628396499,False
TXN_004863,2025-12-27 07:16:49.836071,STORE_008,East,Home Goods,184.6,Sale,CUST_2727,7,0,184.6,1,0.20570198182899924,False
TXN_004864,2025-12-27 07:37:49.836071,STORE_003,East,Home Goods,55.22,Refund,CUST_0222,7,1,-55.22,1,0.07946171571422578,False
TXN_004865,2025-12-27 07:46:49.836071,STORE_007,East,Clothing,177.46,Sale,CUST_1942,7,0,177.46,1,0.21590197826568147,False
TXN_004866,2025-12-27 08:07:49.836071,STORE_010,Central,Clothing,44.14,Sale,CUST_3613,8,0,44.14,1,0.24312480613908638,False
TXN_004867,2025-12-27 08:11:49.836071,STORE_009,East,Electronics,180.83,Sale,CUST_2863,8,0,180.83,1,0.20015559486935386,False
TXN_004868,2025-12-27 08:11:49.836071,STORE_003,East,Clothing,84.285,Sale,CUST_2291,8,0,84.285,1,0.25713269053506144,False
TXN_004869,2025-12-27 08:14:49.836071,STORE_010,Central,Home Goods,48.87,Sale,CUST_4539,8,0,48.87,1,0.24996575246159997,False
TXN_004870,2025-12-27 08:20:49.836071,STORE_006,South,Groceries,128.98,Sale,CUST_0267,8,0,128.98,1,0.2395447013755908,False
TXN_004871,2025-12-27 08:30:49.836071,STORE_002,Central,Home Goods,197.53,Refund,CUST_3949,8,1,-197.53,1,0.05741715465984132,False
TXN_004872,2025-12-27 08:44:49.836071,STORE_002,Central,Home Goods,122.11,Sale,CUST_4301,8,0,122.11,1,0.24387192523717133,False
TXN_004873,2025-12-27 08:53:49.836071,STORE_005,Central,Home Goods,84.37,Sale,CUST_0060,8,0,84.37,1,0.25732237448192713,False
TXN_004874,2025-12-27 18:31:49.836071,STORE_005,Central,Clothing,84.285,Sale,CUST_3069,18,0,84.285,1,0.20416590127161022,False
TXN_004875,2025-12-27 19:11:49.836071,STORE_007,East,Home Goods,54.29,Sale,CUST_1881,19,0,54.29,1,0.23647660472749,False
TXN_004876,2025-12-27 19:30:49.836071,STORE_002,Central,Electronics,47.63,Refund,CUST_4359,19,1,-47.63,1,0.0298317877627019,False
TXN_004877,2025-12-27 19:40:49.836071,STORE_007,East,Unknown,,Refund,CUST_1769,19,1,,1,0.004604344723752263,False
TXN_004878,2025-12-27 19:41:49.836071,STORE_005,Central,Clothing,54.51,Sale,CUST_1628,19,0,54.51,1,0.23647660472749,False
TXN_004879,2025-12-27 19:45:49.836071,STORE_006,South,Home Goods,57.28,Sale,CUST_4372,19,0,57.28,1,0.24045022979313185,False
TXN_004880,2025-12-27 19:49:49.836071,STORE_008,East,Electronics,136.71,Sale,CUST_3047,19,0,136.71,1,0.2127088862729411,False
TXN_004881,2025-12-27 20:06:49.836071,STORE_010,Central,Groceries,53.52,Sale,CUST_3301,20,0,53.52,1,0.24029449924303126,False
TXN_004882,2025-12-27 20:16:49.836071,STORE_004,Central,Home Goods,152.53,Sale,CUST_4755,20,0,152.53,1,0.20704844066664896,False
TXN_004883,2025-12-27 20:24:49.836071,STORE_007,East,Groceries,144.77,Sale,CUST_1545,20,0,144.77,1,0.21446766392452332,False
TXN_004884,2025-12-27 21:20:49.836071,STORE_006,South,Clothing,30.58,Refund,CUST_1529,21,1,-30.58,1,0.018707602377465937,False
TXN_004885,2025-12-27 01:31:49.836071,STORE_010,Central,Clothing,1780.58,Refund,CUST_4974,1,1,-1780.58,-1,-0.07933834955013797,True
TXN_004886,2025-12-27 21:41:49.836071,STORE_002,Central,Electronics,25.81,Sale,CUST_0991,21,0,25.81,1,0.21037299927957132,False
TXN_004887,2025-12-27 21:42:49.836071,STORE_008,East,Clothing,338.93,Sale,CUST_2029,21,0,338.93,1,0.06772556145952169,False
TXN_004888,2025-12-27 21:50:49.836071,STORE_010,Central,Electronics,101.77,Sale,CUST_3335,21,0,101.77,1,0.235087584153653,False
TXN_004889,2025-12-27 21:59:49.836071,STORE_009,East,Home Goods,35.71,Sale,CUST_4923,21,0,35.71,1,0.22358295092006664,False
TXN_004890,2025-12-27 22:08:49.836071,STORE_005,Central,Groceries,15.84,Sale,CUST_3112,22,0,15.84,1,0.18629012786902166,False
TXN_004891,2025-12-27 22:08:49.836071,STORE_010,Central,Clothing,131.47,Sale,CUST_2482,22,0,131.47,1,0.19393244534221898,False
TXN_004892,2025-12-27 22:42:49.836071,STORE_004,Central,Groceries,33.78,Sale,CUST_4300,22,0,33.78,1,0.22044638738167255,False
TXN_004893,2025-12-27 23:00:49.836071,STORE_006,South,Groceries,271.46,Sale,CUST_0352,23,0,271.46,1,0.06479533922099934,False
TXN_004894,2025-12-27 23:07:49.836071,STORE_008,East,Home Goods,88.73,Sale,CUST_2267,23,0,88.73,1,0.21388433013317493,False
TXN_004895,2025-12-27 23:23:49.836071,STORE_003,East,Home Goods,90.14,Sale,CUST_0240,23,0,90.14,1,0.21405522560318196,False
TXN_004896,2025-12-27 23:31:49.836071,STORE_010,Central,Clothing,84.285,Sale,CUST_3889,23,0,84.285,1,0.2197197404946386,False
TXN_004897,2025-12-27 23:50:49.836071,STORE_001,West,Home Goods,53.59,Sale,CUST_1814,23,0,53.59,1,0.20627232553841068,False
TXN_004898,2025-12-28 00:00:49.836071,STORE_004,Central,Groceries,168.28,Sale,CUST_3757,0,0,168.28,1,0.17972290440283345,False
TXN_004899,2025-12-28 00:14:49.836071,STORE_004,Central,Electronics,84.41,Sale,CUST_1713,0,0,84.41,1,0.227565294595381,False
TXN_004900,2025-12-28 00:40:49.836071,STORE_001,West,Electronics,44.52,Sale,CUST_0454,0,0,44.52,1,0.20709537683466545,False
TXN_004901,2025-12-28 01:03:49.836071,STORE_009,East,Electronics,119.68,Sale,CUST_2252,1,0,119.68,1,0.23979376417639287,False
TXN_004902,2025-12-28 01:09:49.836071,STORE_003,East,Clothing,113.29,Sale,CUST_0716,1,0,113.29,1,0.2511812194236852,False
TXN_004903,2025-12-28 01:26:49.836071,STORE_005,Central,Home Goods,188.05,Sale,CUST_2882,1,0,188.05,1,0.19423460675199566,False
TXN_004904,2025-12-28 01:30:49.836071,STORE_006,South,Home Goods,44.86,Sale,CUST_0011,1,0,44.86,1,0.24581321273218665,False
TXN_004905,2025-12-28 01:48:49.836071,STORE_008,East,Home Goods,27.18,Sale,CUST_3165,1,0,27.18,1,0.23791754780617813,False
TXN_004906,2025-12-28 02:13:49.836071,STORE_006,South,Home Goods,82.03,Sale,CUST_1790,2,0,82.03,1,0.26325842795557314,False
TXN_004907,2025-12-28 02:17:49.836071,STORE_003,East,Groceries,213.87,Sale,CUST_1448,2,0,213.87,1,0.18604463404016358,False
TXN_004908,2025-12-28 02:29:49.836071,STORE_006,South,Electronics,21.08,Sale,CUST_2110,2,0,21.08,1,0.23859932834358982,False
TXN_004909,2025-12-28 02:38:49.836071,STORE_001,West,Groceries,111.65,Sale,CUST_0241,2,0,111.65,1,0.24949543605673857,False
TXN_004910,2025-12-28 02:39:49.836071,STORE_004,Central,Clothing,131.57,Sale,CUST_2575,2,0,131.57,1,0.23786733517801562,False
TXN_004911,2025-12-28 02:45:49.836071,STORE_006,South,Electronics,96.23,Sale,CUST_0847,2,0,96.23,1,0.2560010664567228,False
TXN_004912,2025-12-28 02:49:49.836071,STORE_007,East,Electronics,191.43,Sale,CUST_0376,2,0,191.43,1,0.2059643812451809,False
TXN_004913,2025-12-28 02:56:49.836071,STORE_010,Central,Groceries,64.11,Sale,CUST_1157,2,0,64.11,1,0.26430448607631324,False
TXN_004914,2025-12-28 03:02:49.836071,STORE_003,East,Clothing,62.63,Sale,CUST_3340,3,0,62.63,1,0.2755866700856025,False
TXN_004915,2025-12-28 03:12:49.836071,STORE_009,East,Clothing,123.5,Sale,CUST_2958,3,0,123.5,1,0.24671978195582067,False
